bib number,age,gender,split time (s),final time (s)
36787,39,M,8356,22606
15648,55,W,9030,22607
44865,18,M,9100,22607
25910,34,W,9674,22607
39698,48,W,9309,22608
20786,41,W,9438,22609
29933,39,W,8876,22609
28424,23,W,9369,22610
46946,49,M,9648,22612
41099,48,M,9447,22612
47425,54,M,9387,22612
28566,34,W,10127,22613
21541,30,W,9029,22615
32548,36,M,9255,22616
21299,38,M,9852,22618
32199,54,M,9430,22618
46362,28,M,8621,22618
14254,39,W,9821,22619
35064,52,W,9348,22620
29332,56,W,9191,22620
27676,52,M,9838,22621
37451,41,M,8833,22621
47102,51,M,8414,22624
29294,48,W,9746,22625
36369,39,W,9263,22625
41309,57,W,9289,22626
17129,41,W,10121,22627
41004,57,M,8761,22627
22182,55,W,10137,22627
46792,38,M,9558,22627
21706,47,W,10368,22628
10046,61,W,9508,22628
19944,56,M,9087,22628
31413,27,W,8144,22629
44168,35,W,9102,22630
16506,60,M,8794,22633
41611,33,M,9421,22633
34332,35,W,8166,22633
36813,52,M,8671,22634
11036,52,M,9333,22634
32315,47,W,9374,22639
45713,50,M,9321,22641
23350,40,M,9167,22642
12074,53,M,9347,22642
28498,46,W,9298,22643
10833,38,W,8970,22644
22106,46,M,9149,22644
33230,28,W,9237,22645
37986,30,W,9524,22646
43528,51,W,8929,22647
29790,35,W,9602,22647
33813,42,M,9746,22648
35060,34,W,9387,22648
33947,39,M,9493,22649
23163,62,M,9440,22649
27288,45,M,8891,22650
35127,24,M,9130,22650
22077,32,M,8668,22651
27846,45,W,9326,22652
17394,29,W,8631,22653
36111,43,M,8074,22654
11875,40,W,9269,22656
21147,26,W,9380,22657
29589,67,W,8829,22658
28312,32,M,8620,22659
31081,35,W,8807,22659
25947,72,M,8808,22660
40870,59,W,10235,22660
37846,33,W,9343,22662
17624,25,M,9095,22663
44798,59,M,9561,22666
26175,46,W,9802,22667
24893,27,W,9525,22667
14426,53,W,8413,22668
47351,23,W,9075,22669
31536,24,W,9425,22670
23242,26,M,8563,22670
20851,39,W,9712,22670
30307,36,W,9239,22672
18298,28,W,9667,22675
13181,24,W,8857,22676
15212,31,M,9480,22676
21121,49,M,9613,22678
34722,40,W,9645,22679
22336,54,M,8846,22679
38972,48,M,8777,22679
12011,33,W,9440,22679
36696,43,W,9884,22681
42056,35,W,9215,22681
35598,60,M,8652,22683
38676,59,W,9629,22683
42684,53,W,10314,22685
44781,39,W,9403,22687
49280,30,M,8666,22687
11439,40,M,8963,22687
37748,45,W,9360,22687
24580,39,M,8462,22687
33384,54,W,8916,22688
46211,36,W,9349,22688
10825,52,M,9884,22688
45294,40,W,8823,22688
49512,44,M,9299,22689
38199,41,W,9360,22691
13855,48,M,8952,22691
16573,49,W,9363,22691
27246,41,W,9609,22694
37263,49,W,9098,22695
28773,28,W,9021,22696
46443,57,M,9111,22696
41961,38,M,8921,22696
21837,36,W,8927,22698
35796,37,M,9560,22698
15387,34,W,9442,22698
30186,42,W,9413,22700
40832,42,M,9415,22700
33041,28,W,9017,22701
34261,32,W,9349,22702
16348,37,W,9264,22704
43876,52,W,8638,22704
42072,48,W,10649,22705
37371,39,W,9526,22706
16015,42,W,9488,22706
45006,50,M,9989,22706
49970,59,M,9872,22707
49911,45,M,9560,22707
45384,60,W,9875,22711
44862,33,W,9346,22712
13967,37,W,9597,22715
14413,32,M,10100,22715
10387,53,W,9413,22716
35709,30,W,9445,22716
36088,48,W,9056,22717
36793,51,W,8910,22718
18451,47,M,9234,22718
27482,26,M,9118,22718
38065,27,M,8948,22719
13792,46,W,9186,22720
32654,55,W,9288,22720
30236,52,W,8885,22720
39821,52,W,9295,22721
11477,58,W,9096,22723
20830,27,W,9164,22723
41162,53,M,8975,22723
28016,30,W,9075,22723
26856,30,W,9951,22724
10118,59,W,10018,22724
47785,45,M,8904,22724
40286,33,M,7537,22725
40194,50,M,8847,22725
16255,59,M,9047,22726
24515,49,W,9334,22726
39799,46,M,7765,22726
28406,47,W,9307,22726
46183,50,W,9670,22727
26249,33,W,9248,22728
35242,52,M,8965,22730
23712,33,W,9477,22731
22462,31,W,9373,22732
15377,57,W,9601,22733
32754,56,M,7406,22733
48848,44,W,9884,22736
12922,33,W,9853,22736
13745,59,M,8516,22738
30743,44,W,8791,22740
24063,37,W,8571,22741
16676,35,W,9036,22741
19334,56,W,9065,22744
42364,57,M,8610,22745
23078,29,W,9332,22746
42751,26,W,8566,22747
18825,47,W,10008,22747
44009,60,M,9015,22749
45078,34,M,9390,22749
15720,47,W,9284,22750
36163,52,M,8410,22750
21592,26,W,9972,22750
45962,35,W,9766,22750
41137,57,W,10126,22751
42600,25,W,8484,22753
48477,32,W,9856,22756
49640,63,M,9034,22758
18385,32,M,9282,22759
35744,41,W,9162,22761
17064,46,W,9203,22761
20119,33,M,9042,22761
33961,42,M,9229,22762
38908,51,M,8731,22764
25288,49,M,8749,22764
18416,45,M,8748,22764
27855,43,W,10088,22764
17290,31,M,8793,22766
44149,23,W,9768,22767
36674,52,M,9843,22767
42798,33,W,9587,22768
35703,45,W,10035,22768
44938,47,W,9324,22769
25570,64,M,9028,22770
12816,55,M,9339,22770
22242,38,W,9635,22770
11223,59,W,9348,22771
48016,40,W,10199,22772
33854,46,M,8687,22773
34662,58,W,9229,22773
15882,45,W,9223,22774
48294,50,W,8732,22774
36577,35,W,9625,22776
18279,39,M,9115,22780
27821,24,W,8256,22780
35814,57,M,9117,22783
13053,32,W,9112,22783
10004,30,W,9737,22783
37661,40,M,9504,22784
26809,37,W,8743,22784
41595,41,M,9071,22784
14425,53,W,9786,22785
29052,48,M,9323,22786
23587,36,W,9327,22786
38642,45,W,9657,22787
32259,44,M,9592,22787
40424,38,W,9005,22788
19462,33,W,9354,22789
25218,45,M,9211,22790
29990,53,M,9429,22790
40383,42,M,8914,22792
23564,51,M,9227,22793
47176,32,M,9909,22794
49543,44,W,8954,22794
48811,46,W,10088,22795
42852,38,M,9484,22795
35241,40,M,9235,22795
18104,25,M,10095,22795
41552,36,W,8965,22797
35773,49,M,9276,22799
48748,58,M,8718,22800
47489,42,M,9212,22800
21389,28,W,8970,22801
39307,56,W,9131,22802
38858,57,M,9713,22802
16907,33,M,7917,22805
29812,50,M,8760,22805
18927,46,W,8403,22805
13547,44,M,9915,22806
35610,35,M,10017,22808
38292,50,W,9434,22808
32089,48,M,8696,22809
34160,43,W,9325,22809
29269,65,M,10211,22809
12642,47,W,9350,22810
28598,53,M,8999,22810
33260,53,M,9214,22811
27235,60,W,9890,22813
27579,45,M,9417,22813
26531,42,W,9478,22814
19111,50,W,9607,22816
24131,52,M,9357,22816
48324,31,M,7592,22818
25866,66,M,9134,22818
47030,47,M,9501,22818
11090,41,W,8728,22819
10549,51,M,9309,22819
47128,36,W,8960,22819
21917,39,M,9529,22820
25883,35,M,9637,22821
19761,43,W,9484,22821
19094,36,W,8986,22822
12287,52,M,8830,22822
32958,56,M,9043,22822
30003,23,M,8215,22824
20494,40,W,9069,22824
25896,52,W,9141,22824
18471,49,W,10037,22827
11525,52,M,8759,22828
14396,65,M,9618,22828
36202,53,M,9141,22829
31108,48,M,8361,22830
23017,44,W,9987,22831
47281,22,M,8676,22833
30326,28,W,8698,22833
44570,52,M,9168,22833
43058,30,M,9419,22836
40351,27,W,10622,22836
23621,54,W,9175,22837
11092,41,M,9636,22838
34502,40,W,9012,22840
27057,42,M,9539,22840
39648,23,M,7902,22840
23588,30,W,9825,22841
37001,47,M,9604,22841
36041,46,W,9368,22842
28542,53,W,9962,22843
14766,30,W,9047,22844
45855,34,W,9425,22845
24105,41,M,9219,22845
48825,37,W,9027,22847
36607,30,M,8163,22848
39677,29,W,9022,22849
47465,54,M,9396,22849
46470,46,W,9332,22851
46131,62,M,10200,22851
34184,37,W,9449,22851
37928,48,M,9416,22851
18401,58,M,8876,22851
10183,47,W,8994,22851
16545,45,W,9643,22851
16426,41,M,8669,22852
22214,42,W,9597,22855
39582,61,W,10328,22855
28471,49,M,8690,22856
18933,51,M,9286,22860
12630,36,W,8749,22861
27818,54,M,9080,22863
14604,35,M,8969,22863
46787,43,W,9564,22864
25636,40,W,9406,22865
34784,31,W,9535,22868
27800,42,W,8968,22870
48471,29,M,8706,22871
20651,37,M,9140,22872
10679,26,W,9570,22872
12511,60,M,8746,22872
35429,50,M,8622,22872
48492,51,W,9257,22874
33379,29,W,9921,22874
40838,23,W,9654,22875
23912,55,W,8925,22875
48972,27,W,9432,22876
34382,37,W,9388,22878
26941,53,M,9363,22881
42395,34,M,9666,22882
39246,24,W,9589,22882
45305,59,W,9563,22882
27188,48,W,9391,22883
37569,56,M,9144,22883
15652,41,M,9046,22883
30346,57,W,8953,22883
38022,45,M,7544,22884
39097,54,M,9174,22885
16059,40,W,8882,22885
18361,29,W,9844,22885
44425,33,M,9202,22887
26119,37,M,9428,22888
37646,49,M,8897,22888
27161,29,W,9009,22888
36020,28,W,9481,22889
44368,55,M,9092,22896
43273,57,M,8125,22897
41083,40,M,9065,22898
36584,50,M,8789,22898
45006,35,W,9966,22900
48335,63,M,9294,22900
38021,64,M,9150,22901
39960,45,M,9010,22902
18648,48,M,8636,22903
41080,26,W,9628,22903
25991,32,W,9923,22906
16283,58,W,9233,22907
15223,46,M,9507,22907
43903,32,M,9213,22907
28413,63,M,9806,22908
33101,33,W,9008,22910
12554,42,M,9371,22910
14680,35,W,9768,22911
18209,34,W,9722,22912
38084,61,M,9793,22912
38643,52,M,9126,22912
11080,28,M,8691,22913
48313,55,M,9237,22914
18160,57,W,9325,22915
23270,50,W,9609,22915
19361,44,W,10062,22916
38141,39,M,8592,22916
19928,61,W,9436,22917
26672,32,M,8842,22918
27849,28,W,8733,22918
30152,42,W,9876,22921
45855,43,W,7710,22922
42050,33,M,7596,22922
24857,70,M,10656,22923
15839,61,M,8907,22924
49957,20,M,10057,22926
46230,59,W,9772,22926
31414,46,W,10038,22927
45072,39,W,9856,22927
39025,41,W,9387,22927
40646,25,M,9554,22928
47043,45,M,9729,22929
39242,42,W,9306,22929
36623,43,M,9028,22929
33121,41,W,8571,22930
25408,37,W,10098,22931
13212,26,M,8874,22933
31700,26,M,8458,22934
10888,59,M,8400,22935
32873,64,M,9130,22936
42262,50,M,9296,22937
35302,44,M,9483,22937
43028,25,W,8885,22937
49969,59,M,9889,22939
22831,39,M,8814,22941
40573,34,M,8810,22942
38527,43,W,9404,22944
24756,39,M,8472,22944
27819,36,M,9158,22946
44683,52,W,8967,22947
43828,60,M,9265,22948
21502,55,M,10249,22949
33985,68,M,8880,22951
27731,41,M,9641,22953
31099,24,M,7940,22955
26952,25,W,9054,22958
34751,46,W,8683,22958
34323,45,M,10227,22959
14779,46,M,8095,22960
36157,39,W,9220,22960
26319,36,M,9478,22961
25795,55,M,9969,22961
41495,40,W,8939,22962
25822,51,W,9711,22963
24301,43,W,9787,22963
27272,55,M,9721,22964
39664,60,M,8937,22964
23143,48,W,10065,22965
22107,31,W,9064,22965
46973,30,W,9796,22965
19918,51,M,8294,22967
25059,24,W,9304,22972
37153,25,W,9037,22972
33928,31,M,9267,22973
39027,34,M,8652,22975
45355,20,M,9587,22977
13116,34,M,8985,22977
13935,49,M,9710,22980
19228,55,M,10069,22981
44498,61,M,9213,22983
18525,25,W,9283,22983
15335,45,W,9382,22983
20773,43,W,9015,22984
42865,25,M,9285,22984
23019,43,W,9358,22984
33504,50,M,8286,22984
39976,48,M,10903,22984
24761,33,M,9476,22986
47148,33,W,9368,22988
15916,62,W,10369,22988
22693,32,W,9690,22989
23186,77,M,9101,22989
24926,47,W,9900,22990
36433,38,M,8326,22990
11418,53,M,8679,22991
19323,25,M,8939,22991
21641,18,M,9639,22992
36254,18,W,8249,22992
20403,29,W,9022,22993
24548,65,M,9774,22993
18958,35,M,8334,22993
37111,47,M,8777,22995
37233,32,M,8793,22996
11530,46,M,9301,22996
23166,47,M,9571,22996
17319,30,M,8970,22997
10000,32,M,8969,22997
11955,44,W,9398,22999
33446,59,M,9485,23000
46450,36,M,8415,23001
28498,27,M,8456,23002
44609,35,W,9349,23003
38067,26,W,9007,23003
19820,58,W,9939,23004
30773,28,W,9226,23006
30931,54,M,10288,23009
38354,34,W,8851,23009
34743,32,W,10304,23010
20811,21,W,9269,23010
48793,62,M,9072,23013
37886,40,W,10626,23013
41678,32,W,9673,23014
20280,39,W,9416,23015
31313,32,W,9801,23016
48748,40,W,9270,23016
24905,31,W,9879,23018
25234,33,W,9909,23019
34478,65,M,8294,23020
32656,52,M,8957,23020
45840,27,M,8899,23020
46052,60,W,8854,23021
10490,35,W,9337,23021
34653,39,M,9674,23021
32374,68,M,8864,23022
48116,33,W,9413,23022
46764,34,M,9430,23022
38795,36,M,9414,23023
30788,50,M,8736,23024
12677,38,W,9297,23024
17445,31,W,8914,23024
28749,32,M,9048,23025
27728,24,W,9173,23026
33463,64,M,9974,23027
34896,24,W,9663,23028
22016,28,W,9030,23029
39097,50,M,10285,23031
45524,45,M,10631,23032
10379,36,W,9254,23032
24151,56,W,9145,23033
48444,45,W,9581,23033
26847,51,M,9555,23033
35230,36,M,8576,23034
43086,51,M,9444,23034
39819,42,M,8680,23035
40866,68,M,9805,23037
28846,44,M,9574,23037
28576,47,M,9353,23037
36009,43,W,9129,23038
23528,47,W,9105,23038
23715,30,M,9041,23039
22776,35,M,8315,23039
37548,62,M,9918,23039
31616,35,M,9426,23039
17412,46,W,9729,23040
34677,32,W,9668,23040
26949,29,W,9785,23040
21494,29,W,9105,23041
38716,41,M,8995,23042
23463,41,M,9029,23042
12298,28,W,9465,23042
44610,64,W,8868,23046
36445,61,W,9139,23047
26938,23,M,8435,23047
29575,31,W,9275,23049
27744,50,W,9268,23050
43115,29,M,9217,23052
12387,33,M,9243,23054
42840,37,W,10568,23054
46083,47,M,9358,23055
35362,69,M,9355,23056
30738,54,M,9964,23056
17629,40,W,9556,23057
39625,43,W,9357,23059
40614,26,W,10018,23062
42996,48,M,9433,23063
34066,25,W,8763,23065
16486,41,M,9319,23065
14696,46,W,9192,23066
12724,29,M,9085,23068
49815,34,M,9257,23068
16836,29,W,9622,23069
30292,35,M,9504,23069
31371,25,M,8309,23070
27036,45,M,9730,23071
46363,45,W,9213,23072
41423,28,W,9748,23072
41391,43,M,9090,23072
41901,66,M,9332,23076
40901,29,M,9183,23076
14619,46,W,9043,23076
28774,33,W,9338,23078
31108,41,W,9658,23078
34811,59,M,10075,23079
48150,50,W,9931,23081
19236,41,M,10358,23082
48613,31,W,9503,23084
24565,30,M,8744,23085
42003,32,M,9003,23087
35616,41,W,9881,23087
14915,52,M,9574,23087
24185,33,W,8476,23088
47424,34,W,10191,23090
30001,46,W,9243,23090
46578,34,W,9427,23092
46181,54,M,9142,23093
10803,32,M,9139,23095
13283,51,W,9233,23097
48351,35,W,9923,23097
14309,26,W,9458,23097
15218,46,W,9166,23097
21097,51,M,8905,23097
30572,53,W,9484,23099
48820,50,W,9772,23099
49809,26,M,9856,23101
20487,43,W,9676,23103
17116,49,W,12346,23103
30634,39,M,9257,23103
28524,27,M,9356,23104
10069,35,W,8002,23105
44214,64,M,9073,23105
46874,65,M,9315,23107
39143,27,W,9132,23108
12351,27,M,9457,23108
36125,42,M,9261,23108
13289,43,W,9446,23111
10158,61,M,8804,23113
39893,36,M,9550,23114
23062,66,M,10434,23114
41063,54,W,9853,23121
22760,36,M,10301,23121
48101,30,W,8287,23122
35189,31,M,8212,23122
41969,36,W,9543,23123
45570,50,M,9106,23123
27015,51,M,8893,23124
20442,30,W,9497,23125
11873,44,W,9467,23128
32483,30,W,9254,23132
19770,39,M,8793,23133
48656,37,M,9686,23134
43976,29,W,9206,23134
30898,58,W,9829,23135
11795,45,M,10238,23137
21736,67,M,8824,23137
16827,53,M,9721,23138
48555,54,M,9720,23139
31085,41,W,9505,23139
22212,66,M,9132,23140
33689,30,M,8648,23141
19363,42,M,9215,23144
43186,27,W,9462,23146
14802,49,W,9281,23146
38367,65,M,10004,23147
16564,27,W,9344,23147
49164,50,W,8942,23148
30984,68,W,9968,23148
34653,35,W,10257,23148
39358,59,M,8987,23150
49272,34,W,9096,23150
19432,31,W,9340,23151
36134,31,W,9172,23153
24289,31,M,9933,23153
19092,30,W,9585,23156
25696,40,W,9430,23157
33839,43,M,9366,23158
26109,48,W,9257,23158
17448,36,W,9805,23159
40288,32,W,9625,23159
16068,32,W,9614,23160
48676,32,W,9671,23161
39096,58,M,9136,23164
22605,29,W,8963,23164
39252,35,W,8892,23164
46640,56,M,9287,23164
43779,28,W,7808,23166
42065,46,W,9445,23166
28030,37,M,8854,23166
33950,39,M,9448,23167
36041,45,W,9496,23168
27309,31,W,9962,23170
22862,46,M,9175,23171
21817,40,W,8701,23172
45596,54,W,9862,23175
44487,41,W,9348,23175
39723,26,W,9468,23176
28069,30,M,9978,23177
31806,43,W,9564,23177
35863,41,W,9828,23177
30789,57,W,9733,23177
11166,25,W,9850,23178
48387,50,W,9406,23181
11125,37,W,9149,23181
30577,67,M,9317,23182
37504,53,W,9335,23183
37796,29,W,9149,23185
29334,42,W,10089,23186
14285,40,W,9618,23187
14287,52,M,8764,23189
43116,61,M,9244,23190
19728,30,M,9173,23192
31380,32,M,8989,23193
34360,55,W,10726,23193
26224,22,W,9163,23194
48092,28,M,10150,23195
23776,40,M,8969,23195
40618,31,W,9679,23196
19151,39,W,9367,23196
28608,37,M,9568,23197
47101,38,W,9714,23199
30023,43,W,8757,23199
38103,53,W,9860,23200
14387,58,M,9832,23200
35503,53,W,9363,23200
32153,66,M,9288,23201
27911,26,W,9288,23202
48687,22,W,10507,23202
15234,38,W,9270,23204
26959,35,M,9984,23206
48765,33,W,8253,23207
33300,46,W,9736,23207
36244,52,M,8701,23209
45350,39,W,9263,23213
17826,51,M,8788,23213
48572,31,W,9048,23215
46099,29,M,9805,23215
18756,65,M,9304,23216
36368,41,W,8292,23217
25516,51,M,8794,23218
37743,66,M,9521,23218
24734,71,W,10291,23219
19374,58,W,9423,23220
25201,34,W,7881,23222
13915,43,M,9402,23223
36238,36,W,10414,23223
48167,24,M,8560,23224
13531,60,M,9238,23224
12198,24,W,9267,23224
18567,57,W,9648,23225
30313,36,W,9729,23226
43059,53,M,9591,23226
36165,45,W,9309,23226
23051,53,M,9434,23227
12213,40,M,8279,23229
21492,40,M,9178,23229
26046,20,M,9146,23230
20361,38,M,10379,23232
31393,47,M,9896,23232
43504,30,M,9037,23233
19333,57,W,9452,23234
40627,55,W,9642,23235
15287,43,M,7678,23236
29433,45,W,9711,23237
19038,29,W,9291,23238
18135,32,M,7959,23239
48729,46,M,10786,23240
10921,38,W,8503,23242
33141,55,M,10104,23243
37241,35,M,8572,23244
42097,31,W,9776,23245
25661,28,W,10083,23246
10646,37,M,9580,23246
43794,40,W,9356,23246
13534,45,W,9194,23246
35198,50,M,9277,23248
10115,71,M,8942,23248
43676,30,W,9911,23249
38010,27,W,8915,23250
48877,35,M,9165,23251
43538,18,M,8956,23252
18647,62,M,9861,23253
42159,45,M,8986,23253
17250,24,M,8735,23253
42553,50,W,9565,23253
10392,66,W,9610,23254
28948,32,W,9238,23257
28674,22,M,9077,23258
40155,49,W,9217,23259
43439,25,W,8248,23260
16351,56,W,9818,23261
46110,25,W,10316,23261
14021,35,M,9333,23262
12963,42,M,8967,23264
49989,51,W,9866,23265
38760,39,W,9113,23266
12982,38,W,9659,23266
41656,34,W,9823,23267
45248,37,W,9397,23268
48527,30,W,9123,23269
34972,46,M,10038,23270
42736,31,W,8836,23272
43040,35,M,8444,23272
27294,28,W,8905,23274
10860,40,M,8413,23274
48259,32,W,10061,23274
10215,35,W,10234,23275
18672,46,W,10126,23276
38827,40,M,9250,23276
46734,37,W,7712,23277
34719,28,W,9843,23279
38291,48,M,9436,23279
46521,61,W,9013,23280
29085,44,M,9788,23280
49458,42,W,9079,23280
44322,57,W,9737,23280
19982,52,W,9748,23281
15939,50,M,9335,23283
18837,34,M,8876,23284
21896,41,W,9876,23284
35089,61,W,9783,23287
25274,43,M,9385,23290
43866,46,M,8474,23290
49033,29,W,10176,23293
46734,30,M,9168,23293
36055,56,M,10677,23296
40833,45,W,9500,23296
25556,29,M,9554,23297
24949,55,W,10054,23297
29230,50,W,9855,23298
23469,51,W,9777,23300
33167,39,M,8673,23301
28079,18,W,9338,23305
35818,40,M,10301,23306
36794,46,M,9269,23312
14210,35,M,9271,23314
20215,61,M,9254,23317
18990,36,M,10309,23319
40887,60,W,9699,23320
40042,29,W,9267,23320
33197,47,W,10089,23322
13680,55,W,10109,23322
47102,56,W,10425,23322
37254,26,W,9435,23323
34706,39,M,9421,23325
35685,30,M,9468,23325
27831,24,W,10001,23326
28563,39,M,10104,23327
42572,33,W,10013,23328
19734,18,W,9686,23328
15496,57,M,8849,23331
41540,40,W,10244,23331
43474,54,M,9471,23332
18117,30,W,8784,23332
19265,46,M,9327,23332
24095,46,M,8980,23332
26681,62,W,9567,23334
24463,40,W,9109,23335
35949,32,W,10029,23335
15678,47,W,9758,23336
41731,56,M,7798,23337
15442,34,M,9928,23337
33858,48,M,9582,23339
31531,25,W,9803,23340
16570,51,W,9285,23340
28109,42,M,9416,23342
48951,29,W,9371,23342
18898,55,M,9060,23342
34667,33,W,9435,23343
46250,27,W,9138,23343
36682,36,W,9846,23345
30653,63,M,9053,23345
15434,62,M,8770,23348
17113,38,W,10058,23348
34438,44,W,9445,23353
11076,56,M,9240,23357
36405,36,W,9634,23358
20069,38,W,9564,23360
11217,60,W,9798,23362
35697,33,W,9684,23362
25239,37,M,9018,23363
40705,52,M,10220,23364
40067,28,W,9364,23364
43784,52,M,8526,23366
35329,56,M,10056,23366
35632,41,M,9468,23366
19266,36,W,8997,23366
25314,41,W,9563,23368
20583,51,W,10154,23368
32922,36,W,10306,23368
39488,24,W,9696,23369
43819,42,W,8833,23369
16358,39,M,9320,23371
32872,64,M,9025,23372
14328,40,W,9248,23373
36777,37,M,9404,23374
12125,36,W,9491,23374
33332,50,M,9613,23376
24945,66,M,10446,23377
17778,39,W,9224,23377
27182,74,M,9121,23379
17074,30,W,9548,23379
29197,39,M,9513,23380
40094,31,W,9050,23383
17539,29,W,9523,23383
29593,47,M,9374,23383
40687,32,W,9607,23385
42741,30,W,9121,23385
18803,50,W,9447,23386
25671,31,M,10044,23386
41221,53,W,9280,23386
39960,36,W,9501,23389
48675,36,M,9437,23392
22364,23,W,9776,23393
25875,47,W,9652,23393
25984,35,M,9264,23394
13389,53,M,9958,23395
11312,43,M,9740,23395
19907,25,W,9847,23396
22385,55,M,9235,23397
23936,38,W,9562,23398
37334,36,W,9558,23399
16028,40,M,9640,23402
36597,51,W,10151,23403
16608,32,W,9382,23404
39923,30,M,8753,23404
30480,41,W,9233,23404
44824,47,M,9607,23405
27259,44,W,9226,23406
10485,62,M,9453,23406
33619,29,W,9598,23407
30719,52,M,9392,23407
45511,63,W,9264,23408
21070,43,W,9602,23410
16077,55,W,9713,23413
17143,25,M,9607,23413
39961,51,M,9458,23417
26430,51,M,10336,23421
49888,31,W,9365,23424
49782,50,W,9198,23426
24733,30,M,9801,23426
47520,43,M,9539,23426
41527,34,W,10378,23428
23135,48,M,9030,23428
47508,50,M,9203,23430
19388,22,W,10581,23431
39415,40,M,8828,23432
40611,29,W,9796,23434
16058,29,W,9238,23435
14234,29,W,9743,23436
18081,25,W,9656,23438
25495,47,W,10507,23440
11138,41,W,9212,23441
43649,36,W,8983,23442
11753,64,W,9760,23443
32273,56,M,9409,23446
24771,43,M,9587,23448
41340,46,W,9392,23449
21747,39,W,8568,23453
41916,25,M,9325,23454
14946,47,M,10465,23455
23648,57,M,10482,23455
25511,46,W,9051,23457
17935,49,W,10683,23457
20495,62,M,9178,23461
38213,31,M,11803,23462
18038,50,W,10381,23466
21433,46,M,8887,23467
39493,36,W,10216,23467
39084,37,M,9039,23467
23945,41,M,9262,23467
21532,32,M,8251,23468
31877,47,W,9055,23468
22870,41,W,9989,23469
18679,50,W,9694,23470
20739,41,M,9615,23471
25606,28,M,9535,23471
33147,67,M,9180,23471
20197,45,M,9396,23471
32102,51,M,10451,23476
48763,52,M,10196,23477
40341,49,W,9722,23477
39034,57,W,9473,23479
21666,52,M,10104,23481
22265,43,W,10475,23482
37604,52,W,9300,23482
26063,53,W,9644,23484
27828,26,W,11778,23484
35305,33,W,9714,23488
40476,54,M,8475,23490
48729,49,M,9109,23490
39575,50,W,10097,23491
16415,58,M,8943,23494
12417,69,M,9089,23494
17684,30,W,9154,23495
27097,38,M,9463,23496
29081,26,W,9206,23496
15230,61,M,8191,23497
15922,38,M,9688,23498
49575,60,M,9862,23498
37076,51,M,9413,23500
10560,41,W,9582,23500
13846,31,W,9563,23502
43369,49,M,8842,23503
14860,32,W,9584,23504
35338,34,W,9726,23507
45202,28,M,8536,23508
26361,32,W,9706,23509
34281,66,W,10150,23509
25814,36,M,9835,23510
32993,39,M,9736,23513
36712,28,M,9519,23513
33523,29,W,9700,23513
28922,39,W,9329,23514
33153,47,M,9378,23516
15617,29,W,9131,23517
32284,45,M,9492,23517
40543,46,M,9552,23519
15500,39,M,9718,23520
34308,41,W,9583,23521
16596,51,W,10434,23521
16045,43,M,9474,23524
47884,39,W,9421,23524
29094,27,M,9538,23525
14174,41,M,9169,23526
14350,41,M,9258,23532
12364,49,M,8890,23532
49723,36,W,9716,23532
23362,59,M,9171,23535
45549,34,M,8740,23535
26332,32,M,8658,23537
48723,24,W,9418,23538
31502,67,M,9135,23539
45169,47,M,10691,23539
18790,37,W,8273,23539
48609,71,M,10071,23540
30466,38,W,9802,23540
27204,35,W,10063,23540
11501,41,W,9759,23541
30596,35,W,9130,23541
11000,43,M,9083,23541
27029,27,W,10056,23542
13280,45,M,10247,23544
45671,47,W,10392,23544
42142,39,W,9559,23544
11665,45,M,9822,23544
22530,49,M,8948,23546
25025,38,W,8518,23555
42842,50,W,8590,23559
33475,40,M,9908,23561
24335,35,M,9169,23562
46637,29,W,9274,23562
47462,64,M,10312,23562
15240,61,M,8272,23563
29808,36,W,9730,23563
14750,35,M,8519,23563
31116,37,M,10367,23563
41287,27,W,9250,23566
29386,39,W,10114,23567
15900,35,M,9436,23567
31076,56,W,9769,23567
42631,45,W,10338,23568
19113,30,M,9541,23569
47807,50,M,9167,23572
46410,50,W,10658,23572
35978,26,M,10083,23573
21526,28,M,10082,23573
11551,53,M,8041,23576
18365,68,M,9961,23576
41080,38,W,9951,23576
19898,38,M,9470,23577
34577,31,W,10045,23578
34371,51,M,9380,23582
29496,35,W,9425,23582
18111,43,W,9760,23585
25267,45,M,9965,23589
21702,40,W,9252,23591
43652,57,M,10074,23591
26440,25,W,9444,23591
29692,31,W,9419,23592
37647,36,M,9873,23592
12512,28,W,8999,23593
12488,62,M,9701,23595
35881,29,W,9784,23599
13269,48,M,9799,23600
18537,63,M,9507,23601
28882,51,M,8642,23602
24350,60,M,9324,23603
13882,45,M,9401,23606
49901,50,M,9314,23606
40722,61,M,9497,23607
30630,62,M,10165,23607
13765,37,W,9967,23607
25073,49,M,9744,23608
28690,36,M,8095,23609
18656,41,W,10928,23612
12521,58,M,10402,23615
17529,39,M,7444,23615
17546,29,W,11724,23616
48784,60,M,9367,23616
38301,59,M,9541,23619
44832,31,M,9574,23620
37140,44,M,9411,23620
40796,42,W,9713,23621
13238,36,W,9962,23622
14792,27,W,9707,23623
20656,44,W,9562,23624
27226,35,W,10114,23624
33080,51,W,10520,23625
48918,48,M,10203,23626
33859,59,M,8813,23629
45409,59,M,9315,23630
45906,50,W,10020,23632
43169,42,W,9551,23632
41023,40,M,9151,23635
13329,50,W,9530,23635
47268,43,M,9886,23635
46888,20,W,9748,23636
30347,65,M,10174,23636
27995,46,W,9458,23640
32786,49,W,9413,23640
14806,53,W,9728,23644
18042,36,W,8696,23645
